order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_percent,discount_amount,line_total,line_cost
ITM-0000052,ORD-000013,PRD-0005,48,11500.0,7900.0,2.5,13800.0,538200.0,379200.0
ITM-0000053,ORD-000013,PRD-0045,35,4400.0,2800.0,10.0,15400.0,138600.0,98000.0
ITM-0000054,ORD-000013,PRD-0009,14,75050.0,56000.0,0.0,0.0,1050700.0,784000.0
ITM-0000055,ORD-000014,PRD-0034,10,2800.0,1650.0,5.0,1400.0,26600.0,16500.0
ITM-0000056,ORD-000014,PRD-0009,10,75050.0,56000.0,12.5,93812.5,656687.5,560000.0
ITM-0000057,ORD-000014,PRD-0023,2,46600.0,33950.0,5.0,4660.0,88540.0,67900.0
ITM-0000058,ORD-000015,PRD-0066,3,5300.0,3250.0,10.0,1590.0,14310.0,9750.0
ITM-0000059,ORD-000015,PRD-0052,3,40400.0,29250.0,0.0,0.0,121200.0,87750.0
ITM-0000060,ORD-000015,PRD-0047,2,67750.0,48250.0,0.0,0.0,135500.0,96500.0
ITM-0000061,ORD-000015,PRD-0034,3,2800.0,1650.0,2.5,210.0,8190.0,4950.0
ITM-0000062,ORD-000016,PRD-0009,2,75050.0,56000.0,12.5,18762.5,131337.5,112000.0
ITM-0000063,ORD-000016,PRD-0069,11,41700.0,30300.0,10.0,45870.0,412830.0,333300.0
ITM-0000064,ORD-000017,PRD-0039,6,13350.0,9100.0,0.0,0.0,80100.0,54600.0
ITM-0000065,ORD-000018,PRD-0005,33,11500.0,7900.0,5.0,18975.0,360525.0,260700.0
ITM-0000066,ORD-000018,PRD-0023,14,46600.0,33950.0,10.0,65240.0,587160.0,475300.0
ITM-0000067,ORD-000018,PRD-0034,5,2800.0,1650.0,5.0,700.0,13300.0,8250.0
ITM-0000068,ORD-000018,PRD-0021,5,151550.0,109750.0,10.0,75775.0,681975.0,548750.0
ITM-0000069,ORD-000018,PRD-0038,14,32300.0,22650.0,10.0,45220.0,406980.0,317100.0
ITM-0000070,ORD-000018,PRD-0058,3,28050.0,19450.0,2.5,2103.75,82046.25,58350.0
ITM-0000071,ORD-000018,PRD-0037,68,7650.0,5500.0,10.0,52020.0,468180.0,374000.0
ITM-0000072,ORD-000019,PRD-0003,11,88300.0,65000.0,5.0,48565.0,922735.0,715000.0
ITM-0000073,ORD-000019,PRD-0011,2,50250.0,35950.0,0.0,0.0,100500.0,71900.0
ITM-0000074,ORD-000019,PRD-0052,4,40400.0,29250.0,2.5,4040.0,157560.0,117000.0
ITM-0000075,ORD-000019,PRD-0016,5,18750.0,12900.0,2.5,2343.75,91406.25,64500.0
ITM-0000076,ORD-000019,PRD-0007,2,33250.0,23700.0,10.0,6650.0,59850.0,47400.0
ITM-0000077,ORD-000019,PRD-0005,5,11500.0,7900.0,7.5,4312.5,53187.5,39500.0
ITM-0000078,ORD-000020,PRD-0040,17,70550.0,49600.0,7.5,89951.25,1109398.75,843200.0
ITM-0000079,ORD-000020,PRD-0030,31,35850.0,25550.0,7.5,83351.25,1027998.75,792050.0
ITM-0000080,ORD-000020,PRD-0068,3,29000.0,20900.0,7.5,6525.0,80475.0,62700.0
ITM-0000081,ORD-000020,PRD-0059,17,1850.0,1050.0,5.0,1572.5,29877.5,17850.0
ITM-0000082,ORD-000020,PRD-0034,10,2800.0,1650.0,5.0,1400.0,26600.0,16500.0
ITM-0000083,ORD-000020,PRD-0023,17,46600.0,33950.0,2.5,19805.0,772395.0,577150.0
ITM-0000084,ORD-000020,PRD-0005,52,11500.0,7900.0,0.0,0.0,598000.0,410800.0
ITM-0000085,ORD-000021,PRD-0069,7,41700.0,30300.0,0.0,0.0,291900.0,212100.0
ITM-0000086,ORD-000021,PRD-0034,9,2800.0,1650.0,2.5,630.0,24570.0,14850.0
ITM-0000087,ORD-000021,PRD-0045,25,4400.0,2800.0,5.0,5500.0,104500.0,70000.0
ITM-0000088,ORD-000021,PRD-0040,9,70550.0,49600.0,10.0,63495.0,571455.0,446400.0
ITM-0000089,ORD-000021,PRD-0007,9,33250.0,23700.0,12.5,37406.25,261843.75,213300.0
ITM-0000090,ORD-000022,PRD-0034,11,2800.0,1650.0,5.0,1540.0,29260.0,18150.0
ITM-0000091,ORD-000022,PRD-0033,14,88100.0,66350.0,5.0,61670.0,1171730.0,928900.0
ITM-0000092,ORD-000023,PRD-0066,13,5300.0,3250.0,10.0,6890.0,62010.0,42250.0
ITM-0000093,ORD-000023,PRD-0045,21,4400.0,2800.0,10.0,9240.0,83160.0,58800.0
ITM-0000094,ORD-000024,PRD-0003,1,88300.0,65000.0,0.0,0.0,88300.0,65000.0
ITM-0000095,ORD-000024,PRD-0001,1,49000.0,35150.0,0.0,0.0,49000.0,35150.0
ITM-0000096,ORD-000024,PRD-0031,13,1600.0,900.0,2.5,520.0,20280.0,11700.0
ITM-0000097,ORD-000025,PRD-0031,31,1600.0,900.0,0.0,0.0,49600.0,27900.0
ITM-0000098,ORD-000025,PRD-0026,66,5050.0,3050.0,10.0,33330.0,299970.0,201300.0
ITM-0000099,ORD-000025,PRD-0007,23,33250.0,23700.0,2.5,19118.75,745631.25,545100.0
ITM-0000100,ORD-000025,PRD-0045,27,4400.0,2800.0,10.0,11880.0,106920.0,75600.0
ITM-0000101,ORD-000025,PRD-0059,12,1850.0,1050.0,5.0,1110.0,21090.0,12600.0
ITM-0000102,ORD-000026,PRD-0007,3,33250.0,23700.0,0.0,0.0,99750.0,71100.0
ITM-0000103,ORD-000026,PRD-0001,14,49000.0,35150.0,0.0,0.0,686000.0,492100.0
ITM-0000104,ORD-000026,PRD-0063,52,12650.0,8000.0,7.5,49335.0,608465.0,416000.0
ITM-0000105,ORD-000026,PRD-0038,16,32300.0,22650.0,0.0,0.0,516800.0,362400.0
ITM-0000106,ORD-000026,PRD-0066,11,5300.0,3250.0,2.5,1457.5,56842.5,35750.0
ITM-0000107,ORD-000026,PRD-0006,5,27000.0,19650.0,7.5,10125.0,124875.0,98250.0
ITM-0000108,ORD-000026,PRD-0040,5,70550.0,49600.0,12.5,44093.75,308656.25,248000.0
ITM-0000109,ORD-000027,PRD-0036,10,170650.0,122850.0,2.5,42662.5,1663837.5,1228500.0
ITM-0000110,ORD-000027,PRD-0007,8,33250.0,23700.0,0.0,0.0,266000.0,189600.0
ITM-0000111,ORD-000027,PRD-0060,7,16450.0,11150.0,0.0,0.0,115150.0,78050.0
ITM-0000112,ORD-000027,PRD-0070,25,5100.0,3300.0,5.0,6375.0,121125.0,82500.0
ITM-0000113,ORD-000028,PRD-0032,5,383350.0,305700.0,5.0,95837.5,1820912.5,1528500.0
ITM-0000114,ORD-000028,PRD-0020,7,31900.0,22100.0,2.5,5582.5,217717.5,154700.0
ITM-0000115,ORD-000028,PRD-0017,2,15250.0,10000.0,10.0,3050.0,27450.0,20000.0
ITM-0000116,ORD-000028,PRD-0049,32,2250.0,1400.0,2.5,1800.0,70200.0,44800.0
ITM-0000117,ORD-000029,PRD-0007,3,33250.0,23700.0,10.0,9975.0,89775.0,71100.0
ITM-0000118,ORD-000029,PRD-0069,16,41700.0,30300.0,5.0,33360.0,633840.0,484800.0
ITM-0000119,ORD-000030,PRD-0035,13,195800.0,149250.0,10.0,254540.0,2290860.0,1940250.0
ITM-0000120,ORD-000030,PRD-0040,16,70550.0,49600.0,0.0,0.0,1128800.0,793600.0
ITM-0000121,ORD-000030,PRD-0031,37,1600.0,900.0,12.5,7400.0,51800.0,33300.0
ITM-0000122,ORD-000030,PRD-0063,53,12650.0,8000.0,10.0,67045.0,603405.0,424000.0
ITM-0000123,ORD-000030,PRD-0027,58,11500.0,7200.0,5.0,33350.0,633650.0,417600.0
ITM-0000124,ORD-000031,PRD-0015,2,19300.0,12700.0,12.5,4825.0,33775.0,25400.0
ITM-0000125,ORD-000031,PRD-0010,3,50450.0,37650.0,5.0,7567.5,143782.5,112950.0
ITM-0000126,ORD-000031,PRD-0058,1,28050.0,19450.0,12.5,3506.25,24543.75,19450.0
ITM-0000127,ORD-000031,PRD-0007,1,33250.0,23700.0,7.5,2493.75,30756.25,23700.0
ITM-0000128,ORD-000032,PRD-0009,10,75050.0,56000.0,0.0,0.0,750500.0,560000.0
ITM-0000129,ORD-000032,PRD-0060,7,16450.0,11150.0,7.5,8636.25,106513.75,78050.0
ITM-0000130,ORD-000033,PRD-0005,10,11500.0,7900.0,7.5,8625.0,106375.0,79000.0
ITM-0000131,ORD-000033,PRD-0030,13,35850.0,25550.0,0.0,0.0,466050.0,332150.0
ITM-0000132,ORD-000034,PRD-0066,18,5300.0,3250.0,0.0,0.0,95400.0,58500.0
ITM-0000133,ORD-000034,PRD-0016,11,18750.0,12900.0,12.5,25781.25,180468.75,141900.0
ITM-0000134,ORD-000034,PRD-0006,21,27000.0,19650.0,2.5,14175.0,552825.0,412650.0
ITM-0000135,ORD-000034,PRD-0034,11,2800.0,1650.0,7.5,2310.0,28490.0,18150.0
ITM-0000136,ORD-000035,PRD-0033,3,88100.0,66350.0,5.0,13215.0,251085.0,199050.0
ITM-0000137,ORD-000035,PRD-0006,4,27000.0,19650.0,5.0,5400.0,102600.0,78600.0
ITM-0000138,ORD-000035,PRD-0065,12,9000.0,5800.0,7.5,8100.0,99900.0,69600.0
ITM-0000139,ORD-000036,PRD-0052,3,40400.0,29250.0,7.5,9090.0,112110.0,87750.0
ITM-0000140,ORD-000036,PRD-0043,8,35950.0,25500.0,5.0,14380.0,273220.0,204000.0
ITM-0000141,ORD-000036,PRD-0056,16,16900.0,12000.0,0.0,0.0,270400.0,192000.0
ITM-0000142,ORD-000036,PRD-0013,34,8750.0,5350.0,0.0,0.0,297500.0,181900.0
ITM-0000143,ORD-000036,PRD-0037,37,7650.0,5500.0,5.0,14152.5,268897.5,203500.0
ITM-0000144,ORD-000036,PRD-0012,16,42850.0,31750.0,0.0,0.0,685600.0,508000.0
ITM-0000145,ORD-000036,PRD-0066,39,5300.0,3250.0,10.0,20670.0,186030.0,126750.0
ITM-0000146,ORD-000037,PRD-0058,4,28050.0,19450.0,2.5,2805.0,109395.0,77800.0
ITM-0000147,ORD-000037,PRD-0011,6,50250.0,35950.0,10.0,30150.0,271350.0,215700.0
ITM-0000148,ORD-000038,PRD-0069,11,41700.0,30300.0,0.0,0.0,458700.0,333300.0
ITM-0000149,ORD-000038,PRD-0045,37,4400.0,2800.0,7.5,12210.0,150590.0,103600.0
ITM-0000150,ORD-000038,PRD-0014,11,199750.0,146450.0,5.0,109862.5,2087387.5,1610950.0
ITM-0000151,ORD-000038,PRD-0005,33,11500.0,7900.0,5.0,18975.0,360525.0,260700.0
ITM-0000152,ORD-000039,PRD-0066,22,5300.0,3250.0,5.0,5830.0,110770.0,71500.0
ITM-0000153,ORD-000040,PRD-0034,20,2800.0,1650.0,7.5,4200.0,51800.0,33000.0
ITM-0000154,ORD-000040,PRD-0011,14,50250.0,35950.0,10.0,70350.0,633150.0,503300.0
ITM-0000155,ORD-000041,PRD-0053,20,50250.0,36300.0,5.0,50250.0,954750.0,726000.0
ITM-0000156,ORD-000041,PRD-0061,16,5600.0,3650.0,2.5,2240.0,87360.0,58400.0
ITM-0000157,ORD-000041,PRD-0040,16,70550.0,49600.0,12.5,141100.0,987700.0,793600.0
ITM-0000158,ORD-000041,PRD-0022,24,13950.0,9250.0,7.5,25110.0,309690.0,222000.0
ITM-0000159,ORD-000041,PRD-0039,53,13350.0,9100.0,0.0,0.0,707550.0,482300.0
ITM-0000160,ORD-000042,PRD-0021,7,151550.0,109750.0,5.0,53042.5,1007807.5,768250.0
ITM-0000161,ORD-000042,PRD-0069,1,41700.0,30300.0,10.0,4170.0,37530.0,30300.0
ITM-0000162,ORD-000043,PRD-0005,11,11500.0,7900.0,2.5,3162.5,123337.5,86900.0
ITM-0000163,ORD-000043,PRD-0057,19,25450.0,17350.0,2.5,12088.75,471461.25,329650.0
ITM-0000164,ORD-000043,PRD-0033,11,88100.0,66350.0,2.5,24227.5,944872.5,729850.0
ITM-0000165,ORD-000044,PRD-0022,1,13950.0,9250.0,10.0,1395.0,12555.0,9250.0
ITM-0000166,ORD-000044,PRD-0066,16,5300.0,3250.0,2.5,2120.0,82680.0,52000.0
ITM-0000167,ORD-000044,PRD-0063,19,12650.0,8000.0,5.0,12017.5,228332.5,152000.0
ITM-0000168,ORD-000045,PRD-0036,15,170650.0,122850.0,0.0,0.0,2559750.0,1842750.0
ITM-0000169,ORD-000045,PRD-0007,4,33250.0,23700.0,2.5,3325.0,129675.0,94800.0
ITM-0000170,ORD-000045,PRD-0065,11,9000.0,5800.0,5.0,4950.0,94050.0,63800.0
ITM-0000171,ORD-000045,PRD-0030,26,35850.0,25550.0,2.5,23302.5,908797.5,664300.0
ITM-0000172,ORD-000045,PRD-0061,26,5600.0,3650.0,7.5,10920.0,134680.0,94900.0
ITM-0000173,ORD-000045,PRD-0066,53,5300.0,3250.0,5.0,14045.0,266855.0,172250.0
ITM-0000174,ORD-000046,PRD-0037,9,7650.0,5500.0,0.0,0.0,68850.0,49500.0
ITM-0000175,ORD-000047,PRD-0058,4,28050.0,19450.0,10.0,11220.0,100980.0,77800.0
ITM-0000176,ORD-000047,PRD-0026,42,5050.0,3050.0,0.0,0.0,212100.0,128100.0
ITM-0000177,ORD-000047,PRD-0045,7,4400.0,2800.0,5.0,1540.0,29260.0,19600.0
ITM-0000178,ORD-000048,PRD-0048,8,160400.0,117650.0,0.0,0.0,1283200.0,941200.0
ITM-0000179,ORD-000048,PRD-0069,12,41700.0,30300.0,10.0,50040.0,450360.0,363600.0
ITM-0000180,ORD-000048,PRD-0066,14,5300.0,3250.0,5.0,3710.0,70490.0,45500.0
ITM-0000181,ORD-000048,PRD-0050,16,1200.0,650.0,7.5,1440.0,17760.0,10400.0
ITM-0000182,ORD-000048,PRD-0053,10,50250.0,36300.0,10.0,50250.0,452250.0,363000.0
ITM-0000183,ORD-000049,PRD-0005,10,11500.0,7900.0,0.0,0.0,115000.0,79000.0
ITM-0000184,ORD-000049,PRD-0036,1,170650.0,122850.0,10.0,17065.0,153585.0,122850.0
ITM-0000185,ORD-000049,PRD-0033,1,88100.0,66350.0,2.5,2202.5,85897.5,66350.0
ITM-0000186,ORD-000050,PRD-0069,13,41700.0,30300.0,5.0,27105.0,514995.0,393900.0
ITM-0000187,ORD-000050,PRD-0032,3,383350.0,305700.0,12.5,143756.25,1006293.75,917100.0
ITM-0000188,ORD-000050,PRD-0053,10,50250.0,36300.0,0.0,0.0,502500.0,363000.0
ITM-0000189,ORD-000050,PRD-0042,40,16900.0,11500.0,12.5,84500.0,591500.0,460000.0
ITM-0000190,ORD-000050,PRD-0021,10,151550.0,109750.0,0.0,0.0,1515500.0,1097500.0
ITM-0000191,ORD-000051,PRD-0048,7,160400.0,117650.0,7.5,84210.0,1038590.0,823550.0
ITM-0000192,ORD-000051,PRD-0026,32,5050.0,3050.0,10.0,16160.0,145440.0,97600.0
ITM-0000193,ORD-000051,PRD-0021,7,151550.0,109750.0,2.5,26521.25,1034328.75,768250.0
ITM-0000194,ORD-000051,PRD-0040,22,70550.0,49600.0,5.0,77605.0,1474495.0,1091200.0
ITM-0000195,ORD-000051,PRD-0032,11,383350.0,305700.0,0.0,0.0,4216850.0,3362700.0
ITM-0000196,ORD-000052,PRD-0049,16,2250.0,1400.0,5.0,1800.0,34200.0,22400.0
ITM-0000197,ORD-000052,PRD-0050,7,1200.0,650.0,0.0,0.0,8400.0,4550.0
ITM-0000198,ORD-000052,PRD-0053,3,50250.0,36300.0,5.0,7537.5,143212.5,108900.0
ITM-0000199,ORD-000053,PRD-0066,46,5300.0,3250.0,12.5,30475.0,213325.0,149500.0
ITM-0000200,ORD-000053,PRD-0053,7,50250.0,36300.0,0.0,0.0,351750.0,254100.0
ITM-0000201,ORD-000053,PRD-0014,20,199750.0,146450.0,5.0,199750.0,3795250.0,2929000.0
ITM-0000202,ORD-000053,PRD-0007,20,33250.0,23700.0,5.0,33250.0,631750.0,474000.0
ITM-0000203,ORD-000053,PRD-0034,17,2800.0,1650.0,12.5,5950.0,41650.0,28050.0
ITM-0000204,ORD-000054,PRD-0032,10,383350.0,305700.0,5.0,191675.0,3641825.0,3057000.0
ITM-0000205,ORD-000054,PRD-0066,29,5300.0,3250.0,5.0,7685.0,146015.0,94250.0
ITM-0000206,ORD-000054,PRD-0007,16,33250.0,23700.0,0.0,0.0,532000.0,379200.0
ITM-0000207,ORD-000054,PRD-0034,7,2800.0,1650.0,2.5,490.0,19110.0,11550.0
ITM-0000208,ORD-000054,PRD-0005,29,11500.0,7900.0,0.0,0.0,333500.0,229100.0
ITM-0000209,ORD-000054,PRD-0028,23,6400.0,4200.0,5.0,7360.0,139840.0,96600.0
ITM-0000210,ORD-000054,PRD-0060,16,16450.0,11150.0,5.0,13160.0,250040.0,178400.0
ITM-0000211,ORD-000055,PRD-0066,4,5300.0,3250.0,2.5,530.0,20670.0,13000.0
ITM-0000212,ORD-000055,PRD-0011,1,50250.0,35950.0,5.0,2512.5,47737.5,35950.0
ITM-0000213,ORD-000055,PRD-0024,22,17950.0,12350.0,2.5,9872.5,385027.5,271700.0
ITM-0000214,ORD-000056,PRD-0052,2,40400.0,29250.0,7.5,6060.0,74740.0,58500.0
ITM-0000215,ORD-000056,PRD-0036,10,170650.0,122850.0,5.0,85325.0,1621175.0,1228500.0
ITM-0000216,ORD-000057,PRD-0066,33,5300.0,3250.0,5.0,8745.0,166155.0,107250.0
ITM-0000217,ORD-000057,PRD-0030,13,35850.0,25550.0,5.0,23302.5,442747.5,332150.0
ITM-0000218,ORD-000057,PRD-0034,10,2800.0,1650.0,5.0,1400.0,26600.0,16500.0
ITM-0000219,ORD-000057,PRD-0008,5,11400.0,7800.0,7.5,4275.0,52725.0,39000.0
ITM-0000220,ORD-000058,PRD-0029,6,30900.0,21650.0,0.0,0.0,185400.0,129900.0
ITM-0000221,ORD-000058,PRD-0007,7,33250.0,23700.0,5.0,11637.5,221112.5,165900.0
ITM-0000222,ORD-000058,PRD-0032,6,383350.0,305700.0,0.0,0.0,2300100.0,1834200.0
ITM-0000223,ORD-000058,PRD-0001,2,49000.0,35150.0,5.0,4900.0,93100.0,70300.0
ITM-0000224,ORD-000059,PRD-0027,32,11500.0,7200.0,5.0,18400.0,349600.0,230400.0
ITM-0000225,ORD-000059,PRD-0069,7,41700.0,30300.0,5.0,14595.0,277305.0,212100.0
ITM-0000226,ORD-000059,PRD-0032,21,383350.0,305700.0,12.5,1006293.75,7044056.25,6419700.0
ITM-0000227,ORD-000060,PRD-0039,18,13350.0,9100.0,2.5,6007.5,234292.5,163800.0
ITM-0000228,ORD-000060,PRD-0005,32,11500.0,7900.0,12.5,46000.0,322000.0,252800.0
ITM-0000229,ORD-000060,PRD-0026,35,5050.0,3050.0,7.5,13256.25,163493.75,106750.0
ITM-0000230,ORD-000061,PRD-0032,2,383350.0,305700.0,7.5,57502.5,709197.5,611400.0
ITM-0000231,ORD-000061,PRD-0011,4,50250.0,35950.0,2.5,5025.0,195975.0,143800.0
ITM-0000232,ORD-000061,PRD-0048,8,160400.0,117650.0,0.0,0.0,1283200.0,941200.0
ITM-0000233,ORD-000061,PRD-0052,6,40400.0,29250.0,10.0,24240.0,218160.0,175500.0
ITM-0000234,ORD-000061,PRD-0014,10,199750.0,146450.0,7.5,149812.5,1847687.5,1464500.0
ITM-0000235,ORD-000061,PRD-0070,25,5100.0,3300.0,7.5,9562.5,117937.5,82500.0
ITM-0000236,ORD-000061,PRD-0043,11,35950.0,25500.0,5.0,19772.5,375677.5,280500.0
ITM-0000237,ORD-000062,PRD-0013,36,8750.0,5350.0,10.0,31500.0,283500.0,192600.0
ITM-0000238,ORD-000062,PRD-0056,2,16900.0,12000.0,10.0,3380.0,30420.0,24000.0
ITM-0000239,ORD-000062,PRD-0036,2,170650.0,122850.0,7.5,25597.5,315702.5,245700.0
ITM-0000240,ORD-000063,PRD-0060,2,16450.0,11150.0,0.0,0.0,32900.0,22300.0
ITM-0000241,ORD-000063,PRD-0052,2,40400.0,29250.0,0.0,0.0,80800.0,58500.0
ITM-0000242,ORD-000064,PRD-0007,11,33250.0,23700.0,2.5,9143.75,356606.25,260700.0
ITM-0000243,ORD-000064,PRD-0049,21,2250.0,1400.0,2.5,1181.25,46068.75,29400.0
ITM-0000244,ORD-000064,PRD-0005,15,11500.0,7900.0,5.0,8625.0,163875.0,118500.0
ITM-0000245,ORD-000064,PRD-0034,11,2800.0,1650.0,7.5,2310.0,28490.0,18150.0
ITM-0000246,ORD-000065,PRD-0026,5,5050.0,3050.0,2.5,631.25,24618.75,15250.0
ITM-0000247,ORD-000066,PRD-0027,75,11500.0,7200.0,5.0,43125.0,819375.0,540000.0
ITM-0000248,ORD-000066,PRD-0030,16,35850.0,25550.0,0.0,0.0,573600.0,408800.0
ITM-0000249,ORD-000066,PRD-0034,16,2800.0,1650.0,10.0,4480.0,40320.0,26400.0
ITM-0000250,ORD-000066,PRD-0021,4,151550.0,109750.0,12.5,75775.0,530425.0,439000.0
ITM-0000251,ORD-000067,PRD-0066,13,5300.0,3250.0,10.0,6890.0,62010.0,42250.0
ITM-0000252,ORD-000067,PRD-0016,7,18750.0,12900.0,7.5,9843.75,121406.25,90300.0
ITM-0000253,ORD-000067,PRD-0052,9,40400.0,29250.0,5.0,18180.0,345420.0,263250.0
ITM-0000254,ORD-000067,PRD-0027,9,11500.0,7200.0,0.0,0.0,103500.0,64800.0
ITM-0000255,ORD-000068,PRD-0064,6,40250.0,28850.0,10.0,24150.0,217350.0,173100.0
ITM-0000256,ORD-000068,PRD-0022,10,13950.0,9250.0,12.5,17437.5,122062.5,92500.0
ITM-0000257,ORD-000068,PRD-0034,3,2800.0,1650.0,2.5,210.0,8190.0,4950.0
ITM-0000258,ORD-000068,PRD-0060,5,16450.0,11150.0,2.5,2056.25,80193.75,55750.0
ITM-0000259,ORD-000069,PRD-0069,9,41700.0,30300.0,7.5,28147.5,347152.5,272700.0
ITM-0000260,ORD-000069,PRD-0032,3,383350.0,305700.0,5.0,57502.5,1092547.5,917100.0
ITM-0000261,ORD-000069,PRD-0028,28,6400.0,4200.0,7.5,13440.0,165760.0,117600.0
ITM-0000262,ORD-000069,PRD-0058,12,28050.0,19450.0,5.0,16830.0,319770.0,233400.0
